"","lon","lat"
"849",-73.4230094,40.8729105
"850",-68.5170825,45.3479766
"851",-74.003548,40.7196564
"852",-74.4515626,40.4948636
"853",-68.7512305,44.8078674
"854",-69.2370847,45.187841
"855",-69.6112889,45.4589126
"856",-72.8798599,42.869019
"857",-69.3707415,44.7901259
"858",-68.9942489,44.4126255
"859",-72.6282769,42.2003592
"860",-67.2687405,45.1797429
"861",-96.6039718,33.6596378
"862",-70.6522577,43.142537
"863",-86.6239055,46.4246938
"864",-84.5301564,39.0994536
"865",-83.4503461,45.0783771
"866",-117.170476,32.7217636
"867",-88.4234819,46.7316964
"868",-85.3026658,42.6447667
"869",-93.264169,44.963864
"870",-74.0064861,40.2694334
"871",-86.25006,42.185041
"872",-86.4783353,42.0886172
"873",-84.989942,41.9383206
"874",-85.1783926,42.331414
"875",-84.9570575,42.2735551
"876",-84.365402,41.2910619
"877",-86.2188653,42.9610133
"878",-84.3500726,46.4980756
"879",-84.769458,43.8203924
"880",-84.5550922,42.9933739
"881",-84.392314,42.2508025
"882",-87.0963393,45.7426626
"883",-88.0445283,45.8098407
"884",-88.0615465,45.8102287
"885",-97.3276062,32.7268053
"886",-84.8318656,42.5654901
"887",-84.9700443,45.3732041
"888",-83.6371878,42.890276
"889",-83.7046814,43.0212629
